COMPANY STAGE,FOUNDED YEAR,is_non_eu,EMPLOYEE COUNT,REVENUE (USD MN),INVESTED FUNDS (ESTIMATED**),OWNERSHIP TYPE,INDUSTRY_CATEGORY
Series B,2020.0,1,582.0,,"Axilor Technology Fund, Arali Investment Trust, Tiger Global Private Investment Partners XV, Foundamental, NX Global Innovation Fund",Private,Transportation
Angel & Seed,2020.0,1,21.0,0.19,LOVC Cypress SPV,Private,Technology
Angel & Seed,2020.0,1,21.0,0.0,India Quotient Fund III,Private,Technology
Angel & Seed,2020.0,1,16.0,,"Chiratae Ventures Fund IV, LV Angel Fund, FortyTwo Fund-1, Atrium Angels Fund I",Private,Technology
Angel & Seed,2020.0,1,89.0,0.1,"pi Ventures Fund I, Stellaris Venture Partners India I",Private,Technology
Early Stage,2020.0,1,133.0,0.06,,Private,Technology
Angel & Seed,2017.0,1,4.0,0.08,Endiya Partners Fund II,Private,Technology
Series A,2017.0,1,52.0,0.28,"Stellaris Fund I, Endiya Partners Fund II, IvyCap Ventures Angel Fund 1, Y COMBINATOR ES20",Private,Technology
Series A,2020.0,1,62.0,5.65,"Samsung NEXT Fund, Tiger Global Private Investment Partners XV",Private,Technology
Angel & Seed,2020.0,1,83.0,0.04,LV Angel Fund,Private,Technology
Angel & Seed,2018.0,1,14.0,0.01,,Private,Business Services
Angel & Seed,2021.0,1,36.0,,"021 Capital, Whiteboard Capital Fund, BEENEXT3, Paradigm Shift Capital Partners, First Cheque Fund II",Private,Technology
Angel & Seed,2018.0,1,85.0,0.11,Artha Venture Fund I,Private,Technology
Add-on,2019.0,1,34.0,,,Private,Technology
Add-on,2015.0,1,26.0,,,Private,Technology
Add-on,2020.0,1,83.0,0.04,India Quotient Fund IV,Private,Technology
Angel & Seed,2020.0,1,46.0,0.44,"DI India Digital Fund, Goodwater Capital III, Emphasis Fintech Fund I, 2am Ventures Opportunity Fund, Orios Venture Partners Fund III, FinSight Late Stage Fund IV, Acequia Capital Origin 21, YCCG21, AMINO SPV 2107, Titan Seed Fund I",Private,Financial Services
Add-on,2017.0,1,1.0,0.18,,Private,Business Services
Add-on,2016.0,1,3.0,,,Private,Technology
,2017.0,1,44.0,,,Private,Technology
Series A,2017.0,1,30.0,0.32,IAN Fund I,Private,Technology
Add-on,2014.0,1,3.0,0.0,,Private,Technology
Early Stage,2016.0,1,32.0,0.22,,Private,Energy
Early Stage,2019.0,1,36.0,0.14,,Private,Business Services
Early Stage,2018.0,1,16.0,0.02,,Private,Technology
Angel & Seed,2016.0,1,8.0,,,Private,Technology
Early Stage,2019.0,1,37.0,0.07,Flagship Fund,Private,Healthcare
Angel & Seed,2018.0,1,7.0,0.07,Accel India VI,Private,Technology
Add-on,2015.0,1,14.0,0.05,IIIT-H Seed Fund,Private,Technology
Angel & Seed,2020.0,1,19.0,,,Private,Technology
Add-on,2019.0,1,0.0,0.0,,Private,Technology
Angel & Seed,2019.0,1,15.0,0.21,"Zone Startups India Fund I, Orios Venture Partners Fund III",Private,Financial Services
Angel & Seed,2014.0,1,24.0,0.0,BEENEXT3,Private,Technology
Series A,2019.0,1,127.0,1.41,"IvyCap Ventures Angel Fund 1, IvyCap Ventures Trust Fund III",Private,Business Services
Angel & Seed,2020.0,1,7.0,0.01,,Private,Business Services
Angel & Seed,2020.0,1,15.0,0.01,"SOSV IV, Flipkart Venture Fund",Private,Technology
Angel & Seed,2018.0,1,346.0,0.06,,Private,Technology
Angel & Seed,2018.0,1,97.0,0.02,Cornerstone Venture Partners Fund – I,Private,Technology
Angel & Seed,2019.0,1,10.0,0.03,"Axilor Technology Fund, Endiya Partners Fund II",Private,Technology
Angel & Seed,2020.0,1,16.0,0.0,,Private,Technology
Angel & Seed,2019.0,1,26.0,0.08,"Whiteboard Capital Fund, First Cheque Fund II, Surge Ventures III",Private,Technology
Angel & Seed,2017.0,1,5.0,0.01,,Private,Technology
Angel & Seed,2016.0,1,72.0,0.13,,Private,Technology
Add-on,2019.0,1,1.0,0.02,,Private,Business Services
Angel & Seed,2016.0,1,125.0,0.06,,Private,Technology
Angel & Seed,2019.0,1,7.0,0.0,,Private,Technology
Early Stage,2015.0,1,8799.0,91.18,Kaizen Private Equity II,Private,Business Services
Early Stage,2019.0,1,60.0,0.0,"9Unicorns Fund, CP Ventures Global 2020 Fund",Private,Technology
Early Stage,2019.0,1,39.0,0.18,"9Unicorns Fund, Propell Fund",Private,Technology
Angel & Seed,2018.0,1,81.0,0.03,Alacrity India Fund,Private,Technology
Add-on,2016.0,1,1.0,0.0,,Private,Technology
Angel & Seed,2018.0,1,75.0,0.01,"Unicorn India Ventures Fund II, Seafund I",Private,Technology
Angel & Seed,2020.0,1,62.0,0.02,"9Unicorns Fund, Springblue, YC ESP22, Soma Capital Jeeves SPV, OT India E-commerce Fund I",Private,Healthcare
Early Stage,2016.0,1,71.0,0.13,The Next Billion Fund,Private,Consumer Goods and Services
Add-on,2017.0,1,27.0,0.18,,Private,Business Services
Early Stage,2018.0,1,6.0,0.0,,Private,Technology
Add-on,2017.0,1,73.0,0.07,,Private,Technology
Angel & Seed,2018.0,1,61.0,0.19,Nabventures Fund I,Private,Technology
Angel & Seed,2019.0,1,33.0,0.17,LV Angel Fund,Private,Technology
Series A,2017.0,1,402.0,11.05,"Nabventures Fund I, Incofin India Progress Fund, Orios Venture Partners Fund III, Water Access Acceleration Fund",Private,Financial Services
Angel & Seed,2015.0,1,114.0,0.75,"1Funds Trust, MV Core Tech Fund I",Private,Technology
Series A,2017.0,1,61.0,1.1,,Private,Transportation
Early Stage,2018.0,1,72.0,0.09,,Private,Technology
Angel & Seed,2017.0,1,35.0,0.36,"SOSV IV, Female Leaders VC Fund",Private,Technology
Angel & Seed,2019.0,1,29.0,,SOSV IV,Private,Technology
Angel & Seed,2016.0,1,43.0,0.15,,Private,Technology
Angel & Seed,2019.0,1,12.0,,,Private,Technology
Series A,2018.0,1,68.0,2.43,9Unicorns Fund,Private,Technology
Series A,2015.0,1,231.0,0.43,"YourNest India VC Fund II, Prime Venture Partners III, 3one4 Capital Fund III",Private,Healthcare
Angel & Seed,2019.0,1,14.0,0.02,LV Angel Fund,Private,Technology
Angel & Seed,2018.0,1,48.0,0.15,3Lines Rocket Fund,Private,Technology
,2018.0,1,121.0,0.09,,Private,Transportation
,2015.0,1,93.0,1.39,,Private,Technology
Angel & Seed,2020.0,1,27.0,0.0,"9Unicorns Fund, Grand Anicut Fund III, First Cheque Fund II",Private,Technology
Angel & Seed,2017.0,1,24.0,0.53,ITI Growth Opportunities Fund,Private,Consumer Goods and Services
Angel & Seed,2018.0,1,16.0,0.23,DSGCP III,Private,Consumer Goods and Services
,2020.0,1,20.0,,,Private,Technology
Series A,2017.0,1,300.0,1.85,"WRVI Capital IV, Accel India VII",Private,Industrial
Early Stage,2015.0,1,39.0,0.4,,Private,Technology
Angel & Seed,2014.0,1,127.0,2.71,"Utthishta Yekum Fund, Aaruha Technology Fund II, YourNest Innovative Products VC Fund III",Private,Technology
Angel & Seed,2019.0,1,39.0,,"SOSV IV, Goodwater Capital III, SucSeed Indovation Fund, Magic Opportunities Fund II, Cleo Opportunity Fund, Soma Capital Bolt SPV-2, YCCG21, OT Dapper Fund I",Private,Financial Services
Mature,2015.0,1,206.0,0.15,"SAIF Partners IV, SAIF India Fund IV",Private,Technology
Angel & Seed,2015.0,1,213.0,0.95,"1Funds Trust, The Next Billion Fund",Private,Technology
Early Stage,2016.0,1,92.0,0.41,Hakuhodo DY Future Design Fund,Private,Technology
Angel & Seed,2019.0,1,77.0,0.08,"Techstars Impact 2018 SPV, Fifth Wall Early-Stage Climate Technology Fund",Private,Technology
Angel & Seed,2017.0,1,106.0,0.14,Sequoia Capital India VII Early Stage Fund,Private,Technology
Add-on,2019.0,1,24.0,0.0,,Private,Financial Services
Angel & Seed,2014.0,1,2.0,0.02,Artesian China VC Fund,Private,Energy
Early Stage,2018.0,1,19.0,0.01,,Private,Consumer Goods and Services
,2016.0,1,7.0,0.03,,Private,Technology
Angel & Seed,2016.0,1,53.0,0.0,,Private,Technology
Angel & Seed,2022.0,1,20.0,,,Private,Consumer Goods and Services
Angel & Seed,2018.0,1,17.0,0.2,,Private,Transportation
Growth,2014.0,1,600.0,11.1,,Private,Technology
Angel & Seed,2018.0,1,22.0,0.41,BEENEXT3,Private,Technology
Angel & Seed,2018.0,1,24.0,,,Private,Technology
Add-on,2017.0,1,0.0,,,Private,Technology
Early Stage,2016.0,1,21.0,0.05,Anthill Capital Ventures India,Private,Technology
Series B,2018.0,1,428.0,3.66,"Accel India VI, Tanglin Venture Partners II, Beams Fintech Fund",Private,Financial Services
Series A,2017.0,1,109.0,2.22,"Tata Capital Healthcare Fund II, Alacrity India Fund",Private,Healthcare
Early Stage,2018.0,1,29.0,0.0,,Private,Technology
Angel & Seed,2015.0,1,42.0,0.46,,Private,Financial Services
Angel & Seed,2017.0,1,4.0,,,Private,Technology
Angel & Seed,2019.0,1,635.0,0.22,"IvyCap Ventures Trust Fund II, 9Unicorns Fund, Iceland Venture Studio Seed Fund I",Private,Technology
,2017.0,1,12.0,,,Private,Technology
Angel & Seed,2019.0,1,5.0,0.16,,Private,Transportation
Series B,2019.0,1,166.0,2.51,"IvyCap Ventures Trust Fund II, Unilever Ventures III, Qualgro Fund II, Sequoia Capital India VII Early Stage Fund",Private,Technology
Early Stage,2017.0,1,1.0,0.07,,Private,Technology
Add-on,2018.0,1,365.0,114.76,"Lightstone Singapore, Lightrock Growth Fund I",Private,Technology
Unspecified Round,2018.0,1,12.0,0.39,Village Global II,Private,Business Services
Angel & Seed,2017.0,1,19.0,,Speciale Invest Fund I,Private,Technology
Series A,2019.0,1,124.0,0.02,"SOSV IV, Entrepreneur First (Global), Arali Investment Trust, BEENEXT3, Sixth Sense India Opportunities III, WEH Ventures Fund II, 3one4 Capital Fund III, Orbit Fund II",Private,Technology
Add-on,2017.0,1,2.0,,,Private,Technology
Early Stage,2019.0,1,10.0,0.0,"YourNest India VC Fund II, GrowX Ventures Fund II, 500 MENA",Private,Technology
Angel & Seed,2016.0,1,13.0,0.01,IAN Fund I,Private,Technology
Angel & Seed,2014.0,1,138.0,1.22,"LV Angel Fund, Maharashtra Defence and Aerospace Venture Fund",Private,Technology
Series C,2016.0,1,295.0,5.09,"Repair Impact Fund, HealthQuad Fund II, MassMutual Ventures Southeast Asia II, Sequoia Capital India VII Early Stage Fund",Private,Healthcare
Angel & Seed,2017.0,1,94.0,0.48,Triton Fund I,Private,Technology
Early Stage,2016.0,1,41.0,0.1,"ITI Growth Opportunities Fund, The Next Billion Fund",Private,Technology
Angel & Seed,2015.0,1,33.0,0.04,,Private,Technology
Series B,2019.0,1,280.0,36.92,"3one4 Capital Fund - Scheme I, Sprout Venture Partners Fund, Zephyr Peacock India Growth Fund, 3one4 Capital Fund III, Trifecta Venture Debt Fund III, Fireside Ventures Fund III, Alteria Capital III",Private,Technology
Angel & Seed,2019.0,1,10.0,0.0,SOSV IV,Private,Technology
Growth,2016.0,1,66.0,0.98,"Karnataka IT Venture Capital Fund IV, Speciale Invest Fund II",Private,Technology
Angel & Seed,2014.0,1,103.0,1.49,,Private,Business Services
Angel & Seed,2016.0,1,13.0,0.07,"Speciale Invest Fund I, SucSeed Indovation Fund",Private,Technology
Early Stage,2018.0,1,2.0,0.03,,Private,Technology
Angel & Seed,2014.0,1,7.0,0.32,WEH Ventures Fund I,Private,Consumer Goods and Services
Angel & Seed,2016.0,1,162.0,0.31,Physis Capital,Private,Consumer Goods and Services
Add-on,2016.0,1,1.0,0.11,,Private,Technology
Angel & Seed,2017.0,1,46.0,0.31,WaterBridge Ventures II Trust,Private,Technology
Angel & Seed,2017.0,1,85.0,0.65,,Private,Business Services
Series A,2016.0,1,74.0,0.77,"Contrarian Vriddhi Fund I, Artis Ventures XIII SPV, AVF I",Private,Technology
Add-on,2014.0,1,31.0,2.54,Lightspeed India Partners I,Private,Technology
Angel & Seed,2018.0,1,38.0,0.51,9Unicorns Fund,Private,Technology
Angel & Seed,2017.0,1,4.0,0.1,,Private,Technology
,2016.0,1,189.0,3.06,"Khosla Ventures VI, Erebor, Spike 4, Shakti Venture Capital I, Gaingels DrinkPrime, Future of India",Private,Technology
Series A,2015.0,1,170.0,0.73,"Arali Investment Trust, A91 Emerging Fund II",Private,Financial Services
Series C,2018.0,1,860.0,9.55,"Unilever Ventures III, Y Combinator Continuity Affiliates Fund I, GGV Capital VII Plus, Rocketship.vc Fund II, Sequoia Capital India Seed Fund I, RTP Ventures Fund II, DST Global VII, Tribe Capital Fund III, Alpha Wave Ventures I, B Capital Opportunities Fund I, Gaingels DrinkPrime, Andreessen Horowitz LSV Fund III, Hummingbird Opportunity Fund II",Private,Financial Services
Angel & Seed,2017.0,1,43.0,0.42,Arali Investment Trust,Private,Healthcare
Series B,2017.0,1,332.0,1706.76,"QED Fund VII, DMI Sparkle Fund, Aavishkaar India Fund VI",Private,Financial Services
Series A,2017.0,1,107.0,4.63,"Omnivore Partners Fund 2, Lok Capital Growth Fund IV, AgFunder GROW Impact Fund, AgFunder Fund IV, Rebright Partners IV, Oceans and Seafood Fund, Trifecta Venture Debt Fund III, Hatch Accelerator Fund",Private,Agriculture
Angel & Seed,2016.0,1,32.0,0.56,,Private,Business Services
Angel & Seed,2018.0,1,46.0,0.55,SucSeed Indovation Fund,Private,Technology
Angel & Seed,2016.0,1,60.0,0.55,"Endiya Partners Fund II, GrowX Ventures Fund II",Private,Transportation
Series A,2017.0,1,74.0,10.35,IAN Fund I,Private,Industrial
Series D,2019.0,1,371.0,54.16,"Kalaari Capital Partners III, Mithril II",Private,Media and Entertainment
Early Stage,2018.0,1,406.0,0.1,"Exfinity Technology Fund - Series II, YourNest India VC Fund II, Parampara Early Stage Opportunities Fund I, Deep Science India Fund",Private,Business Services
Series A,2019.0,1,54.0,0.09,"Endiya Partners Fund II, Beyond Next Ventures II, Assam Start-up Venture Capital Fund",Private,Technology
Angel & Seed,2017.0,1,176.0,0.01,,Private,Technology
Series A,2018.0,1,30.0,0.62,"SOSV IV, Rockstud Capital Investment Fund - Series I, GrainInnovate, 9Unicorns Fund, Orbit Fund II",Private,Technology
Angel & Seed,2018.0,1,0.0,,,Private,Technology
Series A,2018.0,1,291.0,0.41,"Storm Ventures Fund V, Pentathlon Ventures, Accel India VII",Private,Technology
Angel & Seed,2015.0,1,0.0,0.0,"Speciale Invest Fund I, Arali Investment Trust, GrowX Ventures Fund I, 9Unicorns Fund, LV Angel Fund, IE Venture Investment Fund II, Grand Anicut Fund III, Csquare Venture Partner Fund I",Private,Technology
Angel & Seed,2016.0,1,44.0,0.0,Axilor Technology Fund,Private,Technology
Angel & Seed,2016.0,1,31.0,0.07,,Private,Technology
Series F,2018.0,1,2767.0,52.83,"Sequoia Capital India V, Ribbit Capital IV, Greenoaks Capital Opportunities Fund II, Tiger Global Private Investment Partners XI, Ganesh Ventures, DST Global VI, Dragoneer Opportunities Fund IV, Sequoia Capital India Seed Fund I, RTP Ventures Fund II, GC Venture LH, Alpha Wave Ventures I, Insight Partners XII, Coatue Growth Fund V, Greenoaks Capital Opportunities Fund IV, Alpha Wave Ventures II",Private,Financial Services
Series A,2017.0,1,192.0,14.57,,Private,Technology
Series A,2018.0,1,117.0,0.12,"Blume Ventures Fund III, BEENEXT3, GMO Fintech Fund 7, FBC Fund",Private,Technology
Series B,2018.0,1,165.0,2.11,"Seraphim Space Fund I, Omnivore Partners Fund 2, GV Global Fund, Blume Ventures Fund III, Inventus III-India, GrowX Ventures Fund I, Techstars Impact 2018 SPV, Lightspeed Venture Partners Select IV, Radical Ventures Opportunity Fund I",Private,Industrial
Series A,2016.0,1,116.0,1.39,SVIC 45 New Technology Investment Fund,Private,Technology
Angel & Seed,2018.0,1,2.0,0.0,,Private,Business Services
Add-on,2017.0,1,41.0,0.51,"Prime Venture Partners III, Vertex Ventures SEA & India Fund IV",Private,Technology
Series A,2017.0,1,60.0,0.04,"pi Ventures Fund I, Axilor Technology Fund, Axilor Technology Fund II",Private,Technology
Series A,2016.0,1,35.0,0.16,,Private,Technology
Acquired,2019.0,1,15.0,0.21,Artha Venture Fund I,Private,Media and Entertainment
Series A,2016.0,1,1412.0,30.52,Brighton Park Capital Fund II,Private,Business Services
Angel & Seed,2018.0,1,21.0,0.36,,Private,Consumer Goods and Services
Angel & Seed,2017.0,1,41.0,0.42,,Private,Energy
Angel & Seed,2016.0,1,24.0,3.35,Rajasthan Venture Capital Fund III,Private,Technology
Acquired,2017.0,1,10.0,0.03,"SOSV IV, Alfa Ventures",Private,Technology
Angel & Seed,2014.0,1,45.0,1.06,"Aaruha Technology Fund, Menterra Social Impact Fund I, 3one4 Capital Fund - Scheme I, Artha Venture Fund I, Fireside Ventures Fund II, MSIVC 2020V Venture Capital Fund, Rebright Partners III",Private,Agriculture
Series A,2015.0,1,56.0,0.0,"Omnivore Partners Fund 2, Blume Ventures Fund III, BEENEXT3, Bidra Innovation Ventures Fund I",Private,Technology
Series B,2017.0,1,452.0,3.31,"India Quotient Fund III, BEENEXT3, Stride Ventures II",Private,Technology
Angel & Seed,2017.0,1,7.0,,,Private,Technology
Series A,2019.0,1,311.0,1.39,"Kalaari Capital Partners III, Orios Venture Partners Fund II, 3one4 Capital – Continuum I, 3one4 Capital – Rising I, Orios Select Fund I, 3one4 Capital Fund III, Orios Venture Partners Fund III, Sony Innovation Fund 3, Innovation Growth Fund I, Picus Venture Fund I",Private,Financial Services
Series A,2017.0,1,307.0,0.02,"ITI Growth Opportunities Fund, IIIT-H Seed Fund, Prime Venture Partners III, USV 2021",Private,Technology
Series A,2016.0,1,171.0,1.95,"Axilor Technology Fund, WRVI Capital IV",Private,Healthcare
Series B,2017.0,1,30.0,2.44,Speciale Invest Fund I,Private,Financial Services
Add-on,2017.0,1,404.0,1.57,,Private,Technology
Angel & Seed,2015.0,1,70.0,0.22,"Contrarian Vriddhi Fund I, JSW Ventures Trust, Riso Capital Fund I, Silverneedle Ventures early-stage Fund",Private,Technology
Series A,2016.0,1,145.0,0.24,"Parampara Early Stage Opportunities Fund I, Inflexor Technology Fund, Alpha Wave Ventures I",Private,Technology
Series B,2015.0,1,434.0,4.33,"Contrarian Vriddhi Fund I, Kalaari Capital Partners III, Stellaris Fund I, Vertex Ventures SEA & India Fund IV, Gaja Capital Fund IV, Arkam Ventures Fund I, VVUS SPV 1, Stellaris Venture Partners India I",Private,Financial Services
Series D,2019.0,1,434.0,2.92,"Sixteenth Street Asian GEMS Fund, Tiger Global Private Investment Partners XI, Tiger Global Private Investment Partners XII, Dragoneer Opportunities Fund V",Private,Financial Services
Series A,2016.0,1,209.0,1.75,"Quiet Venture II, FinSight Late Stage Fund IV, YCCG21",Private,Technology
,2018.0,1,134.0,0.17,,Private,Technology
Series A,2017.0,1,1366.0,1.47,,Private,Technology
Angel & Seed,2016.0,1,70.0,0.36,,Private,Technology
Angel & Seed,2015.0,1,50.0,0.0,SucSeed Indovation Fund,Private,Business Services
Angel & Seed,2015.0,1,20.0,0.94,,Private,Technology
Series C,2014.0,1,420.0,1.12,"Kalaari Capital Partners III, IDG Ventures India III, JSW Ventures Trust, Kalaari Capital Partners IV, Chiratae Ventures Fund IV, Lightspeed Venture Partners Select IV, Avataar Ventures Opportunities Fund, Lightspeed India Partners IV",Private,Healthcare
Series B,2017.0,1,270.0,2.44,OAKS Alpha Pledge Fund,Private,Financial Services
Series G,2015.0,1,7152.0,689.55,"500 Startups III, Sequoia Capital India V, SoftBank Vision Fund, Trifecta Venture Debt Fund II, Exor Seeds Fund, DST Global VI, Softbank Vision Fund 2, DST Global VII, Alpha Wave Ventures I, DST Global VIII, Raptor Invenia Holdings",Private,Technology
Angel & Seed,2016.0,1,99.0,0.14,YourNest India VC Fund II,Private,Technology
Early Stage,2016.0,1,74.0,0.79,Unitus Seed Fund II,Private,Healthcare
Series C,2015.0,1,377.0,2.83,"Tara India Fund IV, Kae Capital II, Naya Ventures Fund II, Lumos Everest, Kalysta Capital Fund II (Mauritius), Dallas Venture Capital Fund II, IIFL Fintech Fund, DVC India Fund I, Kael Opportunities Fund",Private,Technology
Series A,2016.0,1,231.0,4.58,,Private,Technology
Series B,2016.0,1,111.0,4.77,,Private,Technology
Series C,2015.0,1,350.0,3.56,"YourNest India VC Fund II, IDG Ventures India III, Technology Venture Fund, IIFL India Private Equity Fund, Chiratae Ventures Fund IV, IvyCap Ventures Angel Fund 1, IvyCap Ventures Trust Fund III",Private,Consumer Goods and Services
Series A,2016.0,1,228.0,0.87,"Kalaari Capital Partners III, Omnivore Partners Fund 2, Alpha Wave Ventures I",Private,Technology
Early Stage,2015.0,1,1.0,0.0,,Private,Technology
Angel & Seed,2016.0,1,27.0,0.02,,Private,Technology
Angel & Seed,2015.0,1,259.0,3.74,1Funds Trust,Private,Technology
Angel & Seed,2017.0,1,41.0,0.15,,Private,Healthcare
Series A,2018.0,1,207.0,0.17,"Omnivore Partners Fund 2, ITI Growth Opportunities Fund, Mount Parker Ventures I, Wavemaker SEA Fund III, GrainInnovate, Yield Lab Europe Fund 1, 3one4 Capital Fund III, TDK Ventures II",Private,Agriculture
Angel & Seed,2016.0,1,103.0,0.47,SucSeed Indovation Fund,Private,Technology
Add-on,2015.0,1,17.0,0.14,"Alacrity India Fund, Incubate Fund India",Private,Technology
Angel & Seed,2016.0,1,4.0,0.12,Unitus Seed Fund II,Private,Technology
Series A,2015.0,1,136.0,1.0,,Private,Industrial
Angel & Seed,2017.0,1,180.0,1.92,"Unicorn India Ventures Fund I, Seafund I",Private,Industrial
